7.1613,7.8353,2.9116,0.98405,-1.4995,-2.0941,0.576,-1.2057,1.8491,-0.4256,-0.10567,1.7289,1.789,0.8498,-1.1094,0.5379,-0.11537,5.0695,6.0077,0.82087,0.89619,0.1317,0.85929,2.0591,0.26677,1.1929,-1.4211,2.1287,-1.2881,1.4587,-0.73451,-0.092678,-0.57131,-0.14263,2.7486,3.0991,0.31727,-0.13058,2.0483,-0.17349,0.32462,-0.30082,0.47109,-0.53858,-0.97912,-0.67917,0.13596,-1.094,-0.072197,-0.752,-0.66072,1.3197,-0.93766,-0.89537,-0.73496,0.44186,0.38918,-0.94458,-0.04361,-1.5043,0.35127,-1.0187,-0.17488,-1.0895,-0.66884,-0.91477,-0.83625,1.0948
0.22576,-0.094169,-0.60365,0.49774,0.87404,0.29028,-0.077659,-0.88738,0.43206,-0.093963,0.029105,0.4073,-0.034418,-0.000607,-1.5877,-0.13477,0.67905,0.86776,0.54921,-0.35717,-0.57846,0.2936,-0.37,-0.3604,-0.088276,-0.68448,-0.42074,0.263,0.074617,0.27797,0.46859,0.979,0.58685,0.76035,1.4001,0.94359,-0.40249,0.058298,-0.22197,-0.30248,-0.53997,0.17985,-0.63415,-0.25292,-0.44125,-0.34292,0.62884,0.21284,-0.038171,-0.44029,-0.15706,1.6273,-0.3578,-0.17683,0.40659,-0.62376,-0.65302,-0.082645,-0.94793,-0.49571,-0.46508,-0.15786,-0.15719,0.38095,1.0885,-0.1236,1.3911,1.9895
-0.69252,-0.5178,-0.78804,1.2144,-0.90721,0.88021,0.4069,-0.6949,-0.90187,-1.7016,-0.90389,-0.79139,-1.6675,-0.334,-0.15175,1.2108,1.0451,-0.67248,-0.4631,-0.74742,0.069946,0.30532,0.55154,-0.70561,-0.30122,-0.3653,0.062184,0.36656,0.8701,1.4832,0.61404,1.5682,1.7437,1.3885,-0.69437,-0.28577,-0.29178,-0.2749,-0.3513,0.43917,-0.66329,0.056928,0.80181,0.32646,0.57965,0.99164,1.6122,0.47201,1.0604,1.0708,0.408,-0.65405,-0.42147,-0.40517,0.17024,0.06726,-1.1987,-0.79795,-0.55611,-0.63717,0.14726,0.21791,2.7184,0.97292,2.0811,1.3758,1.0638,0.26488
-0.73556,-0.68405,2.0582,0.71633,-0.011393,0.8054,1.498,0.11475,0.69285,0.052377,0.024625,0.42921,0.57603,0.40039,0.51951,0.5095,1.3031,-0.055956,0.001966,2.255,0.33208,-0.051894,0.37649,1.1694,-0.73319,0.67244,0.97978,0.39065,-0.51966,-0.67564,0.29299,0.34981,-0.058874,-0.52121,1.6583,1.2542,2.5353,0.53778,0.19026,-0.15609,0.70773,-1.0732,-0.42886,-0.66348,-0.30416,-0.20357,-0.20097,1.2121,1.1937,0.60995,-0.29616,2.3017,1.4855,-0.17918,0.11204,0.98312,0.78837,-0.80563,0.16662,-0.17833,-0.065059,-0.72425,-1.0207,-0.75138,-0.385,-0.012326,-0.3922,2.5473
0.57027,0.27316,-0.27921,0.083456,1.0493,-0.8693,-0.26586,-0.40168,-0.87264,1.1475,-0.28775,1.8246,-0.86185,-0.22936,-0.9666,0.27877,0.060231,0.035642,-0.044704,-0.71824,-0.73305,-1.1368,-1.302,-0.31219,-0.67156,-0.57933,-0.77212,-0.37172,-0.48382,0.068485,0.68273,0.86718,0.76945,1.2267,0.55793,0.17559,-0.32464,-0.089385,-0.18661,-0.4153,1.0942,0.29801,-0.47923,0.23941,-0.3886,-0.013394,0.51709,0.12062,0.31707,0.28706,0.60733,0.98416,-0.78465,-0.078594,-0.25028,-1.1693,-0.052781,-0.18018,-0.50079,-0.91946,-0.66791,-0.82017,-0.19049,0.30697,0.11966,0.27184,1.2898,0.27969
0.059217,0.034537,-0.70344,0.18865,-0.27035,1.4205,0.46777,0.20959,-0.4965,1.2399,0.24149,-0.25838,1.9445,-1.0372,0.25097,-0.10617,0.012665,1.2089,1.1366,-0.49936,-0.81232,0.7071,0.1558,0.45177,0.85411,1.212,0.22712,-0.62619,-0.094155,-0.057997,-0.074075,-0.28906,-0.68569,-0.42262,1.7917,1.3923,-0.16672,0.29089,0.28494,1.0406,0.056155,1.1195,1.6598,-0.30201,0.1647,1.3813,-0.24138,0.089011,-0.4546,-0.39836,0.2246,2.9491,0.03953,-0.19695,0.52669,1.2417,0.72823,1.4047,1.4288,0.50102,-0.35426,0.44518,0.060328,0.075293,-0.17039,-0.50619,-0.00847,2.8565
-0.28063,-0.31008,-0.75682,0.83903,-0.19667,1.1535,-0.47397,1.4916,-0.10533,1.365,-1.7864,-1.6819,-1.8365,-0.074443,1.3243,-1.292,-0.49863,0.234,0.19269,-0.50341,0.84181,1.1078,1.0712,1.6008,0.54204,2.7168,2.3596,0.54374,3.1242,2.7297,-0.3081,0.78371,-0.40131,-0.57936,1.2554,0.89572,-0.54697,-0.17598,-0.26443,0.53787,0.63967,0.30439,0.21942,0.5258,-0.16624,0.17712,0.78839,-0.95162,-0.82713,-0.88321,-0.77756,2.1741,0.11981,-0.72672,-0.25813,0.032481,0.60602,0.036321,1.3406,0.47394,-0.43384,0.81302,1.1017,-0.93612,-0.2801,-0.99507,-0.87273,2.343
-0.50384,-0.63308,-0.14276,-0.065937,0.25961,0.33897,-0.19679,1.6386,0.93385,0.41584,1.0308,0.066638,0.11016,-0.33842,0.25071,-0.39371,-0.46424,0.20404,-0.070484,0.72435,-0.28723,-0.060067,-0.014404,0.30661,-0.074772,0.058382,-0.23476,-0.36806,0.10677,0.030839,-0.35567,-0.19157,-0.70767,-0.60282,0.56245,0.41624,0.43128,-0.01092,0.67083,0.52056,0.45572,-0.25629,0.37933,-0.61051,-0.40513,0.21048,-0.30205,-0.58459,-0.47467,-0.44659,-0.8445,1.73,1.6119,-0.19997,-0.51939,0.32219,0.25751,0.39801,-0.29758,-0.43538,-0.31556,0.32913,-0.13645,-0.12305,-0.39257,-0.63644,-0.42621,1.2625
0.35805,0.22475,-0.41857,0.010736,0.16066,-0.046321,-0.30222,0.53456,-0.56167,-0.33591,-1.5219,1.3978,-0.6981,-1.0149,-0.043816,-1.2963,-0.25079,0.30185,0.3397,-0.67554,-0.27744,0.13316,-0.31603,-0.61884,-1.232,-0.54758,-0.63437,-0.92144,-0.79722,-0.80388,-0.34383,-0.53477,-0.46505,-0.882,1.1271,0.74908,-0.56601,0.55656,-0.46555,-0.42009,-1.0037,-1.1676,-0.94888,-0.89871,-0.76043,-0.72366,-0.41112,-0.35442,-0.77198,-0.82892,-1.0394,2.0201,-0.54381,-0.2449,0.2296,-0.44278,-1.0323,-0.97628,-1.0417,-0.89966,-1.1272,-1.1169,-1.0439,-0.92218,-0.87077,-0.83401,-0.92936,NaN
-0.90577,-0.57668,-0.71547,-0.60378,0.24751,1.132,-0.38903,0.1295,1.0171,1.191,0.34169,-0.42877,0.069222,-0.682,1.2903,-0.14509,-0.89865,-0.86213,-0.48049,-0.80647,-0.40647,0.35406,-0.66586,-0.93278,-0.58561,-0.004336,-0.53443,-0.32895,-0.75031,-0.79932,-0.84457,-1.0714,-0.91484,-1.0228,-0.66296,0.30858,0.20462,-0.84238,0.87161,1.2843,-0.038567,-0.65616,0.10675,0.21774,-0.25933,-0.61762,-1.0662,-0.71697,-0.51497,-0.83652,-0.86649,-0.69711,-0.20713,0.091736,0.96834,0.10212,-0.22402,-0.048418,0.033324,-0.42595,-0.30467,-1.1116,-0.93746,-0.58465,-1.0925,-0.97136,-0.99994,0.45332
